default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
0,2,18,2,1,1880,1,3,4,3,0,1,3,32,0,1,2,3,1,1,1
1,1,36,3,5,7980,2,4,4,1,0,4,1,27,0,2,2,1,1,1,1
0,2,30,5,3,4583,1,1,2,4,1,2,2,32,0,1,2,1,1,0,1
1,1,12,1,2,1386,4,1,2,2,0,2,3,26,0,1,1,1,1,0,1
1,4,24,1,2,947,1,3,4,1,0,3,4,38,1,3,1,1,2,0,1
1,2,12,1,6,684,1,1,4,1,0,4,1,40,0,2,1,2,2,0,1
0,2,48,1,6,7476,1,3,4,1,0,1,4,50,0,3,1,3,1,1,1
1,3,12,1,3,1922,1,1,4,1,0,2,3,37,0,1,1,2,1,0,1
1,2,24,1,2,2303,1,2,4,1,2,1,2,45,0,1,1,1,1,0,1
1,3,36,3,2,8086,3,2,2,1,0,4,1,42,0,1,4,3,1,1,1
0,1,24,2,4,2346,1,3,4,1,0,3,1,35,0,1,2,1,1,1,1
0,2,14,1,2,3973,1,5,1,1,0,4,4,22,0,3,1,1,1,0,1
1,3,12,1,2,888,1,2,4,1,0,4,1,41,1,1,1,2,2,0,1
0,1,48,1,1,10222,2,3,4,1,0,3,1,37,2,1,1,1,1,1,1
0,3,30,5,5,4221,1,1,2,2,0,1,1,28,0,1,2,1,1,0,1
0,3,18,2,3,6361,1,2,2,1,0,1,4,41,0,1,1,1,1,1,1
0,4,12,1,1,1297,1,1,3,3,0,4,2,23,0,2,1,1,1,0,1
1,2,12,1,2,900,2,1,4,3,0,2,1,23,0,1,1,1,1,0,1
0,1,21,1,3,2241,1,2,4,1,0,2,2,50,0,1,2,1,1,0,1
0,3,6,3,3,1050,1,5,4,1,0,1,3,35,2,1,2,3,1,1,1
0,4,6,2,6,1047,1,1,2,2,0,4,3,50,0,1,1,2,1,0,1
0,1,24,2,9,6314,1,5,4,1,2,2,4,27,1,1,2,3,1,1,1
0,3,30,4,3,3496,5,1,4,1,0,2,1,34,2,1,1,1,2,1,1
0,1,48,4,5,3609,1,1,1,2,0,1,2,27,2,1,1,1,1,0,1
1,2,12,2,2,4843,1,2,3,1,2,4,3,43,0,2,2,1,1,1,1
0,4,30,2,1,3017,1,2,4,1,0,4,3,47,0,1,1,1,1,0,1
0,1,24,2,5,4139,3,1,3,1,0,3,3,27,0,1,2,2,1,1,1
0,1,36,1,5,5742,3,3,2,1,0,2,1,31,0,1,2,1,1,1,1
0,1,60,1,2,10366,1,2,2,1,0,4,3,42,0,1,1,3,1,1,1
0,1,6,2,2,2080,4,1,1,3,0,2,1,24,0,1,1,1,1,0,1
1,1,21,3,5,2580,4,4,4,1,0,2,2,41,1,1,1,2,2,0,1
0,1,30,2,1,4530,1,3,4,2,0,4,1,26,0,2,1,3,1,1,1
0,1,24,2,3,5150,1,2,4,1,0,4,1,33,0,1,1,1,1,1,1
1,3,72,1,1,5595,3,1,2,3,0,2,1,24,0,1,1,1,1,0,1
0,2,24,1,1,2384,1,2,4,1,0,4,2,64,1,2,1,2,1,0,1
0,1,18,1,1,1453,1,4,3,2,0,1,2,26,0,1,1,1,1,0,1
0,1,6,1,6,1538,1,4,1,2,0,2,4,56,0,1,1,1,1,0,1
0,1,12,1,1,2279,2,1,4,1,0,4,4,37,0,3,1,1,1,1,1
0,1,15,3,1,1478,1,1,4,3,0,3,2,33,1,1,2,1,1,0,1
0,1,24,2,1,5103,1,4,3,3,0,3,4,47,0,3,3,1,1,1,1
0,3,36,3,5,9857,3,3,1,1,0,3,3,31,0,1,2,2,2,1,1
0,1,60,1,2,6527,2,1,4,1,0,4,4,34,0,3,1,1,2,1,1
0,4,10,2,1,1347,2,3,4,1,0,2,3,27,0,1,2,1,1,1,1
0,3,36,3,2,2862,3,2,4,1,0,3,4,30,0,3,1,1,1,0,1
0,1,9,1,1,2753,3,2,3,1,2,4,1,35,0,1,1,1,1,1,1
0,2,12,1,2,3651,5,1,1,1,0,3,3,31,0,1,1,1,2,0,1
0,2,15,2,3,975,1,1,2,4,0,3,3,25,0,1,2,1,1,0,1
0,3,15,1,7,2631,3,1,3,2,0,2,2,25,0,1,1,2,1,0,1
0,3,24,1,1,2896,3,4,2,1,0,1,1,29,0,1,1,1,1,0,1
0,2,6,2,2,4716,2,4,1,1,0,3,2,44,0,1,2,2,2,0,1
0,1,24,1,1,2284,1,3,4,1,0,2,1,28,0,1,1,1,1,1,1
0,1,6,1,4,1236,4,1,2,1,0,4,3,50,0,2,1,1,1,0,1
0,3,12,1,1,1103,1,3,4,1,1,3,2,29,0,1,2,1,1,0,0
0,1,12,2,2,926,1,5,1,2,0,2,3,38,0,1,1,4,1,0,1
0,1,18,2,1,1800,1,1,4,1,0,2,1,24,0,1,2,1,1,0,1
0,4,15,1,6,1905,1,2,4,1,0,4,1,40,0,2,1,3,1,1,1
1,1,12,1,3,1123,4,1,4,2,0,4,1,29,0,2,1,2,1,0,1
1,2,48,2,4,6331,1,2,4,1,0,4,4,46,0,3,2,1,1,1,1
0,4,24,1,1,1377,3,2,4,2,0,2,4,47,0,3,1,1,1,1,1
0,3,30,3,5,2503,3,2,4,1,0,2,3,41,2,1,2,1,1,0,1
0,3,27,1,5,2528,1,4,4,2,0,1,3,32,0,1,1,1,2,1,1
0,1,15,1,2,5324,4,2,1,2,0,4,4,35,0,3,1,1,1,0,1
1,3,48,1,2,6560,3,3,3,1,0,2,3,24,0,1,1,1,1,0,1
1,3,12,5,3,2969,1,4,4,2,0,3,3,25,0,2,2,1,1,0,1
0,3,9,1,1,1206,1,2,4,2,0,4,2,25,0,1,1,1,1,0,1
0,3,9,1,1,2118,1,1,2,1,0,2,2,37,0,1,1,2,2,0,1
0,1,18,2,1,629,4,2,4,1,0,3,3,32,1,1,2,3,1,1,1
1,2,6,4,6,1198,1,2,4,2,0,4,4,35,0,3,1,1,1,0,1
0,1,21,1,4,2476,2,2,4,1,0,4,2,46,0,1,1,3,1,1,1
0,2,9,2,1,1138,1,1,4,1,0,4,2,25,0,1,2,2,1,0,1
1,3,60,1,2,14027,1,3,4,1,0,2,4,27,0,1,1,3,1,1,1
0,1,30,2,4,7596,2,2,1,1,0,4,1,63,0,1,2,1,1,0,1
0,1,30,2,1,3077,2,2,3,1,0,2,1,40,0,1,2,1,2,1,1
0,1,18,1,1,1505,1,1,4,1,0,2,4,32,0,3,1,3,1,1,1
0,4,24,2,1,3148,2,1,3,1,0,2,1,31,0,1,2,1,1,1,1
0,3,20,5,4,6148,3,2,3,3,0,4,1,31,1,1,2,1,1,1,1
1,4,9,5,1,1337,1,4,4,1,0,2,1,34,0,1,2,3,1,1,1
1,3,6,4,6,433,5,4,4,2,0,2,3,24,1,2,1,1,2,0,1
1,2,12,1,2,1228,1,1,4,2,0,2,2,24,0,1,1,2,1,0,1
0,3,9,1,1,790,4,1,4,2,0,3,2,66,0,1,1,2,1,0,1
1,1,27,1,2,2570,1,1,3,2,0,3,2,21,0,2,1,1,1,0,1
0,1,6,2,2,250,5,1,2,2,0,2,2,41,1,1,2,2,1,0,1
0,1,15,2,1,1316,4,1,2,3,0,2,3,47,0,1,2,2,1,0,1
1,2,18,1,1,1882,1,1,4,2,0,4,1,25,1,2,2,1,1,0,1
1,3,48,4,5,6416,1,2,4,2,0,3,4,59,0,2,1,1,1,0,1
0,4,24,2,5,1275,5,1,2,4,0,4,2,36,0,1,2,1,1,1,1
0,3,24,3,1,6403,1,4,1,1,0,2,1,33,0,1,1,1,1,0,1
1,2,24,1,1,1987,1,1,2,1,0,4,2,21,0,2,1,2,2,0,1
0,3,8,1,1,760,1,3,4,2,1,2,2,44,0,1,1,2,1,0,1
0,1,24,1,4,2603,5,1,2,2,0,4,1,28,0,2,1,1,1,1,1
0,1,4,2,2,3380,1,3,1,2,0,1,2,37,0,1,1,1,2,0,1
0,3,36,4,8,3990,2,4,3,2,0,2,4,29,1,1,1,4,1,0,1
1,3,24,1,4,11560,1,1,1,2,0,4,1,23,0,2,2,3,1,0,1
0,2,18,1,2,4380,3,1,3,1,0,4,1,35,0,1,1,2,2,1,1
0,1,6,2,2,6761,1,3,1,1,0,3,4,45,0,1,2,3,2,1,1
1,3,30,5,5,4280,3,1,4,2,0,4,1,26,0,2,2,2,1,0,1
0,2,24,4,2,2325,3,3,2,1,0,3,1,32,1,1,1,1,1,0,1
0,3,10,4,1,1048,1,1,4,1,0,4,2,23,2,1,1,2,1,0,1
0,1,21,1,1,3160,2,2,4,1,0,3,3,41,0,1,1,1,1,1,1
0,2,24,4,3,2483,4,1,4,1,0,4,2,22,2,1,1,1,1,1,1
0,2,39,2,3,14179,2,3,4,1,0,4,3,30,0,1,2,3,1,1,1
0,2,13,2,5,1797,1,4,3,1,0,1,3,28,1,1,2,2,1,0,1
0,2,15,1,2,2511,1,5,1,2,0,4,1,23,0,2,1,1,1,0,1
1,2,12,1,2,1274,1,4,3,2,0,1,2,37,0,1,1,2,1,0,1
0,1,21,1,4,5248,2,1,1,1,0,3,1,26,0,1,1,1,1,0,1
0,1,15,1,4,3029,1,3,2,1,0,2,1,33,0,1,1,1,1,0,1
0,2,6,1,3,428,1,2,2,2,0,1,3,49,1,1,1,1,1,1,1
1,2,18,1,2,976,1,4,1,2,0,2,1,23,0,1,1,2,1,0,1
0,3,12,1,5,841,3,3,2,2,0,4,2,23,0,2,1,2,1,0,1
0,1,30,2,1,5771,1,3,4,2,0,2,1,25,0,1,2,1,1,0,1
1,1,12,3,7,1555,5,2,4,1,0,4,4,55,0,3,2,1,2,0,1
1,2,24,1,2,1285,2,3,4,2,0,4,4,32,0,2,1,1,1,0,1
0,4,6,2,2,1299,1,1,1,1,0,1,2,74,0,1,3,4,2,0,0
1,4,15,2,1,1271,2,1,3,1,0,4,4,39,0,3,2,1,1,1,1
0,1,24,1,2,1393,1,1,2,1,1,2,2,31,0,1,1,1,1,1,1
1,2,12,2,2,691,1,2,4,1,0,3,3,35,0,1,2,1,1,0,1
0,1,15,2,2,5045,2,2,1,2,0,4,1,59,0,1,1,1,1,1,1
1,2,18,2,3,2124,1,1,4,2,0,4,2,24,0,2,2,1,1,0,1
0,2,12,1,1,2214,1,1,4,1,0,3,3,24,0,1,1,2,1,0,1
1,1,21,2,2,12680,2,2,4,1,0,4,4,30,0,3,1,3,1,1,1
0,1,24,2,2,2463,3,3,4,3,0,3,3,27,0,1,2,1,1,1,1
0,3,12,1,1,1155,1,2,3,3,1,3,2,40,1,1,2,2,1,0,1
1,2,30,1,3,3108,1,4,2,4,0,4,3,31,0,1,1,2,1,0,1
0,1,10,1,4,2901,2,4,1,2,0,4,2,31,0,2,1,1,1,0,1
0,3,12,2,3,3617,1,2,1,1,0,4,1,28,0,2,3,1,1,1,1
0,1,12,2,1,1655,1,2,2,1,0,4,2,63,0,1,2,2,1,1,1
0,2,24,1,4,2812,2,2,2,2,0,4,2,26,0,2,1,1,1,0,1
1,2,36,2,6,8065,1,1,3,2,0,2,4,25,0,1,2,3,1,1,1
0,1,21,2,4,3275,1,2,1,1,0,4,1,36,0,1,1,3,1,1,1
0,1,24,2,1,2223,3,2,4,1,0,4,3,52,1,1,2,1,1,0,1
0,4,12,2,2,1480,4,5,2,1,0,4,4,66,1,3,3,4,1,0,1
1,2,24,1,2,1371,2,1,4,2,0,4,2,25,0,2,1,1,1,0,1
0,1,36,2,2,3535,1,3,4,1,0,4,1,37,0,1,2,1,1,1,1
0,2,18,1,1,3509,1,3,4,2,1,1,2,25,0,1,1,1,1,0,1
0,1,36,2,4,5711,5,2,4,1,0,2,1,38,0,1,2,3,1,1,1
0,3,18,1,7,3872,1,5,2,2,0,4,1,67,0,1,1,1,1,1,1
1,3,39,2,1,4933,1,3,2,1,1,2,2,25,0,1,2,1,1,0,1
0,1,24,2,2,1940,5,2,4,1,0,4,2,60,0,1,1,1,1,1,1
0,3,12,5,10,1410,1,1,2,1,0,2,2,31,0,1,1,2,1,1,1
1,3,12,1,2,836,3,4,4,2,0,2,3,23,1,1,1,2,1,0,1
0,3,20,1,4,6468,2,5,1,4,0,4,2,60,0,1,1,3,1,1,1
0,3,18,1,5,1941,5,1,4,1,0,2,3,35,0,1,1,2,1,1,1
0,1,22,1,1,2675,4,2,3,1,0,4,1,40,0,1,1,1,1,0,1
0,1,48,2,4,2751,2,2,4,1,0,3,1,38,0,1,2,1,2,1,1
1,3,48,3,6,6224,1,2,4,1,0,4,4,50,0,3,1,1,1,0,1
1,2,40,2,6,5998,1,1,4,1,0,3,4,27,1,1,1,1,1,1,1
1,3,21,1,5,1188,1,2,2,2,0,4,3,39,0,1,1,1,2,0,1
0,1,24,1,4,6313,2,2,3,1,0,4,1,41,0,1,1,3,2,1,1
0,1,6,2,3,1221,2,1,1,3,0,2,3,27,0,1,2,1,1,0,1
0,4,24,1,3,2892,1,2,3,4,0,4,4,51,0,3,1,1,1,0,1
0,1,24,1,3,3062,4,2,4,1,0,3,4,32,0,2,1,1,1,1,1
0,1,9,1,3,2301,3,4,2,2,0,4,3,22,0,2,1,1,1,0,1
1,2,18,1,4,7511,2,2,1,1,0,4,3,51,0,3,1,1,2,1,1
0,1,12,2,3,1258,1,4,2,2,0,4,3,22,0,2,2,2,1,0,1
0,1,24,3,2,717,2,2,4,3,0,4,1,54,0,1,2,1,1,1,1
0,3,9,1,2,1549,2,4,4,1,0,2,2,35,0,1,1,4,1,0,1
0,1,24,2,6,1597,1,2,4,1,0,4,4,54,0,3,2,1,2,0,1
0,3,18,2,1,1795,1,2,3,2,1,4,2,48,1,2,2,2,1,1,1
0,2,20,2,3,4272,1,2,1,2,0,4,3,24,0,1,2,1,1,0,1
0,1,12,2,1,976,2,2,4,1,0,4,1,35,0,1,2,1,1,0,1
0,3,12,1,2,7472,2,5,1,2,0,2,2,24,0,2,1,4,1,0,1
1,2,36,1,2,9271,1,3,2,1,0,1,1,24,0,1,1,1,1,1,1
0,3,6,1,1,590,1,4,3,3,0,3,2,26,0,1,1,2,1,0,0
0,1,12,2,1,930,2,2,4,1,0,4,2,65,0,1,4,1,1,0,1
0,3,42,4,4,9283,1,5,1,1,0,2,4,55,1,3,1,3,1,1,1
1,3,15,5,2,1778,1,4,2,2,0,1,2,26,0,2,2,4,1,0,1
0,3,8,1,5,907,1,4,3,3,0,2,2,26,0,1,1,1,1,1,1
0,3,6,1,1,484,1,3,3,3,1,3,2,28,1,1,1,2,1,0,1
1,2,36,2,4,9629,1,3,4,1,0,4,1,24,0,1,2,1,1,1,1
1,2,48,1,8,3051,1,1,3,1,0,4,1,54,0,1,1,1,1,0,1
1,2,48,1,2,3931,1,3,4,1,0,4,4,46,0,3,1,1,2,0,1
0,3,36,3,2,7432,1,1,2,2,0,2,3,54,0,2,1,1,1,0,1
0,1,6,1,8,1338,4,1,1,4,0,4,2,62,0,1,1,1,1,0,1
0,1,6,2,1,1554,1,3,1,2,0,2,1,24,0,2,2,1,1,1,1
0,2,36,1,9,15857,1,5,2,4,2,3,1,43,0,1,1,3,1,0,1
1,2,18,1,1,1345,1,1,4,3,0,3,2,26,1,1,1,1,1,0,1
0,1,12,1,2,1101,1,1,3,3,0,2,2,27,0,1,2,1,1,1,1
0,4,12,1,1,3016,1,1,3,3,0,1,1,24,0,1,1,1,1,0,1
1,2,36,1,3,2712,1,2,2,1,0,2,3,41,1,1,1,1,2,0,1
0,2,8,2,2,731,1,2,4,1,0,4,2,47,0,1,2,2,1,0,1
0,1,18,2,3,3780,1,4,3,4,0,2,1,35,0,1,2,3,1,1,1
0,2,21,2,2,1602,1,2,4,3,0,3,1,30,0,1,2,1,1,1,1
1,2,18,2,2,3966,1,2,1,2,0,4,2,33,1,2,3,1,1,1,1
1,1,18,5,5,4165,1,1,2,1,0,2,1,36,2,1,2,1,2,0,1
1,2,36,1,4,8335,2,2,3,1,0,4,4,47,0,3,1,1,1,0,1
0,3,48,3,5,6681,2,1,4,1,0,4,4,38,0,3,1,1,2,1,1
0,1,24,3,5,2375,4,1,4,1,0,2,1,44,0,1,2,1,2,1,1
1,2,18,1,2,1216,1,4,4,2,0,3,1,23,0,2,1,1,1,1,1
1,2,45,5,5,11816,1,2,2,1,0,4,1,29,0,2,2,1,1,0,1
0,3,24,1,1,5084,2,2,2,2,0,4,1,42,0,1,1,1,1,1,1
1,4,15,1,1,2327,1,4,2,2,0,3,2,25,0,1,1,2,1,0,1
1,2,12,5,2,1082,1,1,4,1,0,4,1,48,1,1,2,1,1,0,1
0,1,12,1,1,886,2,1,4,2,0,2,1,21,0,1,1,1,1,0,1
0,1,4,1,3,601,1,4,1,2,0,3,2,23,0,2,1,2,2,0,1
0,2,24,2,4,2957,1,2,4,1,0,4,3,63,0,1,2,1,1,1,1
0,1,24,2,1,2611,1,2,4,3,2,3,2,46,0,1,2,1,1,0,1
1,2,36,1,3,5179,1,3,4,1,0,2,3,29,0,1,1,1,1,0,1
0,1,21,3,4,2993,1,1,3,1,0,2,2,28,2,1,2,2,1,0,1
1,1,18,1,7,1943,1,4,4,2,0,4,2,23,0,1,1,1,1,0,1
0,1,24,4,5,1559,1,3,4,1,0,4,1,50,1,1,1,1,1,1,1
0,1,18,1,3,3422,1,2,4,1,0,4,3,47,1,1,3,1,2,1,1
0,3,21,1,3,3976,2,3,2,1,0,3,1,35,0,1,1,1,1,1,1
1,1,18,1,2,6761,2,1,2,1,0,4,1,68,0,2,2,1,1,0,1
0,1,24,1,2,1249,1,4,4,3,0,2,2,28,0,1,1,1,1,0,1
0,2,9,1,1,1364,1,3,3,1,0,4,2,59,0,1,1,1,1,0,1
1,2,12,1,1,709,1,2,4,1,0,4,2,57,2,1,1,2,1,0,1
1,2,20,2,2,2235,1,1,4,3,1,2,3,33,1,2,2,1,1,0,0
0,1,24,2,4,4042,2,3,3,1,0,4,3,43,0,1,2,1,1,1,1
0,1,15,2,1,1471,1,1,4,1,0,4,4,35,0,3,2,1,1,1,1
1,2,18,4,2,1442,1,3,4,1,0,4,4,32,0,3,2,2,2,0,1
0,1,36,3,2,10875,1,2,2,1,0,2,1,45,0,1,2,1,2,1,1
0,1,24,1,2,1474,3,4,4,3,0,3,2,33,0,1,1,1,1,1,1
0,1,10,1,10,894,2,3,4,2,0,3,3,40,0,1,1,1,1,1,1
0,1,15,2,3,3343,1,1,4,1,0,2,4,28,0,3,1,1,1,1,1
1,2,15,1,2,3959,1,1,3,2,0,2,3,29,0,1,1,1,1,1,1
0,1,9,1,2,3577,3,1,1,1,1,2,2,26,0,2,1,1,2,0,0
0,1,24,2,4,5804,5,1,4,1,0,2,2,27,0,1,2,1,1,0,1
1,1,18,3,5,2169,1,1,4,3,0,2,1,28,0,1,1,1,1,1,1
1,2,24,1,1,2439,1,4,4,2,0,4,2,35,0,1,1,1,1,1,1
0,1,27,2,3,4526,5,4,4,1,0,2,2,32,2,1,2,2,2,1,1
1,1,10,1,3,2210,1,1,2,1,0,2,2,25,1,2,1,2,1,0,1
0,1,15,1,3,2221,4,1,2,2,0,4,1,20,0,2,1,1,1,0,1
0,2,18,1,1,2389,1,4,4,2,0,1,1,27,2,1,1,1,1,0,1
0,1,12,2,3,3331,1,2,2,1,0,4,3,42,2,1,1,1,1,0,1
0,1,36,1,5,7409,2,2,3,1,0,2,3,37,0,1,2,1,1,0,1
0,2,12,1,3,652,1,2,4,2,0,4,3,24,0,2,1,1,1,0,1
0,1,36,3,3,7678,4,3,2,2,0,4,1,40,0,1,2,1,1,1,1
0,4,6,2,2,1343,1,2,1,1,0,4,2,46,0,1,2,1,2,0,0
0,2,24,2,5,1382,3,3,4,1,0,1,2,26,0,1,2,1,1,1,1
0,1,15,1,8,874,2,4,4,2,0,1,2,24,0,1,1,1,1,0,1
0,2,12,1,3,3590,1,1,2,1,2,2,3,29,0,1,1,2,2,0,1
0,3,11,2,2,1322,5,1,4,2,0,4,1,40,0,1,2,1,1,0,1
0,2,18,4,1,1940,1,4,3,1,2,4,4,36,1,3,1,3,1,1,1
0,1,36,1,1,3595,1,2,4,1,0,2,1,28,0,1,1,1,1,0,1
1,2,9,1,2,1422,1,4,3,1,0,2,4,27,0,3,1,3,1,1,1
0,1,30,2,1,6742,2,3,2,1,0,3,3,36,0,1,2,1,1,0,1
0,1,24,1,4,7814,1,3,3,1,0,3,1,38,0,1,1,3,1,1,1
0,1,24,1,4,9277,2,1,2,4,0,4,4,48,0,3,1,1,1,1,1
0,3,30,2,2,2181,2,2,4,1,0,4,2,36,0,1,2,1,1,0,1
0,1,18,2,1,1098,1,5,4,2,0,4,1,65,0,1,2,4,1,0,1
1,3,24,1,3,4057,1,3,3,4,0,3,1,43,0,1,1,1,1,1,1
1,2,12,1,6,795,1,4,4,2,0,4,3,53,0,1,1,1,1,0,1
0,3,24,2,5,2825,2,3,4,1,0,3,4,34,0,1,2,1,2,1,1
1,3,48,1,5,15672,1,1,2,1,0,2,1,23,0,1,1,1,1,1,1
0,1,36,2,2,6614,1,2,4,1,0,4,1,34,0,1,2,3,1,1,1
0,1,28,4,4,7824,2,4,3,1,1,4,2,40,1,2,2,1,2,1,1
0,2,27,2,5,2442,1,2,4,1,0,4,1,43,2,1,4,3,2,1,1
0,1,15,2,1,1829,1,2,4,1,0,4,1,46,0,1,2,1,1,1,1
0,2,12,2,2,2171,1,1,4,1,0,4,3,38,1,1,2,2,1,0,0
0,3,36,2,4,5800,1,1,3,1,0,4,1,34,0,1,2,1,1,1,1
0,1,18,2,1,1169,2,1,4,1,0,3,3,29,0,1,2,1,1,1,1
0,1,36,3,4,8947,2,3,3,1,0,2,1,31,2,1,1,3,2,1,1
0,2,21,1,1,2606,1,4,4,2,0,4,3,28,0,2,1,3,1,1,1
0,1,12,2,3,1592,5,3,3,2,0,2,3,35,0,1,1,1,1,0,0
0,1,15,1,3,2186,2,3,1,2,0,4,2,33,1,2,1,2,1,0,1
1,2,18,1,3,4153,1,1,2,1,2,3,1,42,0,1,1,1,1,0,1
1,2,16,2,2,2625,1,2,2,1,1,4,3,43,1,2,1,1,1,1,1
0,1,20,2,2,3485,2,4,2,4,0,4,2,44,0,1,2,1,1,1,1
0,1,36,2,4,10477,2,2,2,1,0,4,4,42,0,3,2,1,1,0,1
0,1,15,1,1,1386,2,1,4,3,0,2,2,40,0,2,1,1,1,1,1
0,1,24,1,1,1278,1,2,4,1,0,1,2,36,0,1,1,3,1,1,1
0,2,12,1,1,1107,1,1,2,1,0,2,2,20,0,2,1,3,2,1,1
0,2,21,1,2,3763,2,3,2,1,2,2,2,24,0,1,1,2,1,0,0
0,3,36,1,6,3711,2,1,2,3,0,2,1,27,0,1,1,1,1,0,1
0,1,15,3,4,3594,1,4,1,2,0,2,3,46,0,1,2,2,1,0,1
0,3,9,1,2,3195,2,1,1,2,0,2,2,33,0,1,1,2,1,0,1
0,1,36,3,1,4454,1,1,4,2,0,4,2,34,0,1,2,1,1,0,1
1,3,24,2,3,4736,1,4,2,2,0,4,1,25,1,1,1,2,1,0,1
0,3,30,1,1,2991,2,2,2,2,0,4,1,25,0,1,1,1,1,0,1
0,1,11,1,5,2142,5,2,1,4,0,2,2,28,0,1,1,1,1,1,1
1,2,24,4,5,3161,1,1,4,1,0,2,3,31,0,2,1,1,1,1,1
1,3,48,5,9,18424,1,1,1,2,0,2,3,32,1,1,1,3,1,1,0
0,1,10,1,4,2848,3,1,1,1,2,2,2,32,0,1,1,1,2,0,1
1,2,6,1,2,14896,1,2,1,1,0,4,4,68,1,1,1,3,1,1,1
1,2,24,1,3,2359,3,5,1,4,0,1,3,33,0,1,1,1,1,0,1
1,2,24,1,3,3345,1,2,4,1,0,2,3,39,0,2,1,3,1,1,1
0,1,18,2,3,1817,1,1,4,2,0,2,4,28,0,1,2,1,1,0,1
0,1,48,3,1,12749,4,3,4,1,0,1,1,37,0,1,1,3,1,1,1
1,2,9,1,1,1366,1,4,3,2,0,4,3,22,0,2,1,1,1,0,1
0,3,12,1,2,2002,1,3,3,1,0,4,3,30,0,2,1,1,2,1,1
1,2,24,4,3,6872,1,4,2,4,0,1,3,55,1,1,1,1,1,1,1
1,2,12,4,2,697,1,4,4,1,0,2,1,46,1,1,2,1,1,1,1
0,2,18,2,3,1049,1,4,4,2,0,4,3,21,0,2,1,1,1,0,1
1,2,48,1,4,10297,1,3,4,1,0,4,4,39,2,3,3,1,2,1,1
0,1,30,1,1,1867,2,2,4,1,0,4,1,58,0,1,1,1,1,1,1
0,2,12,3,2,1344,1,1,4,1,0,2,2,43,0,1,2,2,2,0,1
0,2,24,1,3,1747,1,4,4,1,2,1,3,24,0,1,1,2,1,0,0
1,3,9,1,1,1670,1,4,4,2,0,2,1,22,0,1,1,1,1,1,1
0,1,9,2,2,1224,1,1,3,1,0,1,2,30,0,1,2,1,1,0,1
0,1,12,2,1,522,4,2,4,1,0,4,3,42,0,1,2,1,2,1,1
0,2,12,1,1,1498,1,1,4,2,0,1,1,23,1,1,1,1,1,0,1
1,3,30,3,1,1919,3,4,4,1,0,3,4,30,2,1,2,3,1,0,1
1,4,9,1,1,745,1,1,3,2,0,2,2,28,0,1,1,2,1,0,1
0,3,6,1,1,2063,1,4,4,3,0,3,1,30,0,2,1,3,1,1,1
1,3,60,1,6,6288,1,1,4,1,0,4,4,42,0,3,1,1,1,0,1
0,1,24,2,4,6842,2,1,2,1,0,4,3,46,0,1,2,3,2,1,1
0,1,12,1,2,3527,2,4,2,1,0,3,3,45,0,1,1,3,2,1,1
0,1,10,1,2,1546,1,1,3,1,0,2,2,31,0,1,1,2,2,0,0
0,1,24,1,3,929,2,3,4,1,0,2,1,31,2,1,1,1,1,1,1
0,1,4,2,2,1455,1,3,2,1,0,1,2,42,0,1,3,2,2,0,1
0,2,15,1,3,1845,1,4,4,2,1,1,3,46,0,2,1,1,1,0,1
0,3,48,5,2,8358,4,4,1,2,0,1,1,30,0,1,2,1,1,0,1
1,2,24,4,3,3349,4,4,4,1,0,4,4,30,0,3,1,1,2,1,1
0,1,12,1,2,2859,2,5,4,1,0,4,4,38,0,1,1,3,1,1,1
1,1,18,1,3,1533,1,4,4,3,2,1,3,43,0,1,1,2,2,0,1
1,1,24,1,1,3621,3,2,2,1,0,4,1,31,0,1,2,1,1,0,1
0,3,18,2,5,3590,1,5,3,3,0,3,1,40,0,1,3,4,2,1,1
1,2,36,3,5,2145,1,3,2,1,0,1,1,24,0,1,2,1,1,1,1
1,3,24,1,4,4113,4,4,3,2,0,4,1,28,0,2,1,1,1,0,1
1,1,36,1,3,10974,1,5,4,2,0,2,1,26,0,1,2,3,1,1,1
0,2,12,1,2,1893,1,1,4,2,1,4,3,29,0,1,1,1,1,1,1
0,2,24,2,1,1231,5,2,4,2,0,4,3,57,0,2,2,3,1,1,1
0,4,30,2,1,3656,2,2,4,1,0,4,3,49,2,1,2,2,1,0,1
0,3,9,2,1,1154,1,2,2,1,0,4,2,37,0,1,3,2,1,0,1
1,2,28,1,2,4006,1,1,3,1,0,2,1,45,0,1,1,2,1,0,1
0,3,24,1,3,3069,3,2,4,1,0,4,4,30,0,3,1,1,1,0,1
0,1,6,2,1,1740,1,2,2,3,0,2,2,30,0,2,2,1,1,0,1
0,3,21,3,2,2353,1,1,1,4,0,4,3,47,0,1,2,1,1,0,1
0,1,15,1,2,3556,2,1,3,1,0,2,4,29,0,1,1,1,1,0,1
1,1,24,1,1,2397,4,2,3,1,0,2,1,35,1,1,2,1,1,1,1
0,3,6,1,7,454,1,4,3,3,0,1,3,22,0,1,1,2,1,0,1
0,3,30,1,1,1715,2,1,4,2,0,1,1,26,0,1,1,1,1,0,1
1,3,27,2,1,2520,4,1,4,1,0,2,3,23,0,1,2,2,1,0,1
